City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Strai,NO,58.2,7.9,59.63,69,75,1.01,broken clouds
348,Merauke,ID,-8.4667,140.3333,80.82,81,52,14.14,broken clouds
349,Frontera,MX,26.9333,-101.45,84.33,62,30,11.36,scattered clouds
350,Vanavara,RU,60.34,102.2797,79.14,44,100,7.47,overcast clouds
351,Los Banos,PH,14.1667,121.1833,82.8,76,97,8.5,overcast clouds
352,Lewiston,US,44.1003,-70.2148,62.24,84,1,0,clear sky
353,Riviere-Au-Renard,CA,48.9957,-64.3971,52.93,82,10,13.24,clear sky
354,Kulhudhuffushi,MV,6.6221,73.07,82.45,74,99,12.64,overcast clouds
355,Gushikawa,JP,26.3544,127.8686,85.59,79,40,10.36,scattered clouds
356,Mimongo,GA,-1.6195,11.6068,66.25,93,40,1.36,scattered clouds
357,Aklavik,CA,68.2191,-135.0107,57.81,85,100,3.87,overcast clouds
358,Canico,PT,32.6333,-16.85,72.23,81,40,13.8,scattered clouds
359,Thunder Bay,CA,48.4001,-89.3168,70.29,85,92,5.7,overcast clouds
360,Tutoia,BR,-2.7619,-42.2744,76.78,91,2,8.16,clear sky
361,Zhigansk,RU,66.7697,123.3711,65.5,45,78,7.25,broken clouds
362,Ormskirk,GB,53.5668,-2.8818,57.97,83,44,16.71,scattered clouds
363,Wilmington,US,34.2257,-77.9447,78.94,93,17,1.01,moderate rain
364,Puerto Madero,MX,14.7208,-92.4215,79,100,40,0,scattered clouds
365,Portland,US,45.5234,-122.6762,93.61,33,1,1.99,clear sky
366,Ayer Keroh,MY,2.2566,102.2866,82.65,70,100,6.15,moderate rain
367,Kloulklubed,PW,7.0419,134.2556,86.5,74,72,5.68,broken clouds
368,Brigantine,US,39.4101,-74.3646,74.01,87,1,4.61,clear sky
369,Leningradskiy,RU,69.3833,178.4167,33.28,100,100,15.88,snow
370,Buraydah,SA,26.326,43.975,87.69,18,77,5.97,broken clouds
371,Lafia,NG,8.4833,8.5167,72,85,98,2.19,overcast clouds
372,Mana,GF,5.6592,-53.7767,76.87,90,100,8.63,overcast clouds
373,Ocos,GT,14.5094,-92.1933,83.32,85,100,10.31,overcast clouds
374,Aitape,PG,-3.1374,142.3475,86.74,65,21,5.53,few clouds
375,Comodoro Rivadavia,AR,-45.8667,-67.5,49.06,60,7,6.62,clear sky
376,Norman Wells,CA,65.282,-126.8329,57.24,90,100,9.33,overcast clouds
377,Samtredia,GE,42.1537,42.3352,70.07,94,20,4.61,few clouds
378,Pipri,IN,19.8,75.5333,74.48,82,100,12.33,overcast clouds
379,Kamenka,RU,51.3223,42.7678,68.81,49,100,6.31,light rain
380,Evinayong,GQ,1.4368,10.5512,64.83,99,64,2.24,broken clouds
381,Half Moon Bay,US,37.4636,-122.4286,85.75,76,40,12.66,scattered clouds
382,Dunedin,NZ,-45.8742,170.5036,50.81,67,27,13,scattered clouds
383,Canavieiras,BR,-15.675,-38.9472,72.64,91,0,8.03,clear sky
384,Ancona,IT,43.55,13.1667,80.35,49,40,1.14,scattered clouds
385,Sitka,US,57.0531,-135.33,64.27,63,15,5.48,few clouds
386,Neuquen,AR,-38.9516,-68.0591,39.09,60,0,2.3,clear sky
387,Arti,RU,56.4234,58.5328,48.88,84,88,3.83,overcast clouds
388,Nuuk,GL,64.1835,-51.7216,43.41,93,75,11.5,mist
389,Kuytun,RU,54.3419,101.5036,56.82,80,100,15.21,overcast clouds
390,Vilyuysk,RU,63.7553,121.6247,69.98,32,16,5.19,few clouds
391,Sarrebourg,FR,48.7333,7.05,60.85,89,6,10.18,clear sky
392,Nynashamn,SE,58.9034,17.9479,63.16,87,6,11.12,clear sky
393,Saint-Joseph,RE,-21.3667,55.6167,66.58,84,86,20.85,light rain
394,Kamien Pomorski,PL,53.9685,14.7726,64.94,89,4,10.16,clear sky
395,Iqaluit,CA,63.7506,-68.5145,45.37,67,95,7.07,overcast clouds
396,Beaver Dam,US,43.4578,-88.8373,80.94,88,1,5.75,clear sky
397,Zhezkazgan,KZ,47.8043,67.7144,73.08,25,100,5.37,overcast clouds
398,Hopatcong,US,40.9329,-74.6593,71.85,81,7,0,clear sky
399,Kure,JP,34.2333,132.5667,87.48,73,0,5.66,clear sky
400,Nioro,GM,13.35,-15.75,76.1,85,100,5.68,overcast clouds
401,Cayenne,GF,4.9333,-52.3333,77.09,88,0,0,clear sky
402,Pekan,MY,3.4836,103.3996,83.7,70,100,8.28,light rain
403,Graaff-Reinet,ZA,-32.2522,24.5308,42.93,72,0,4.18,clear sky
404,Khuzdar,PK,27.7384,66.6434,82.18,56,96,3.11,overcast clouds
405,Bodden Town,KY,19.2833,-81.25,86,87,40,1.99,scattered clouds
406,Esqueda,MX,30.7167,-109.5833,74.64,54,97,1.34,overcast clouds
407,Kyren,RU,51.6828,102.1408,61.25,98,100,0.63,overcast clouds
408,Marsa Matruh,EG,31.3525,27.2453,77.68,79,0,10.92,clear sky
409,Valle Nacional,MX,17.7833,-96.3167,74.71,97,26,1.95,scattered clouds
410,Algiers,DZ,36.7525,3.042,76.82,89,75,10.36,broken clouds
411,Shingu,JP,33.7333,135.9833,82.9,63,0,6.15,clear sky
412,Geraldton,AU,-28.7667,114.6,66.13,82,40,14.97,scattered clouds
413,Itarema,BR,-2.9248,-39.9167,78.26,86,35,11.16,scattered clouds
414,Turukhansk,RU,65.8167,87.9833,63.37,64,100,8.77,overcast clouds
415,Chino Valley,US,34.7575,-112.4538,83.41,39,1,10.36,clear sky
416,Kalmunai,LK,7.4167,81.8167,82.42,66,99,1.14,overcast clouds
417,Rodrigues Alves,BR,-7.738,-72.6509,70.72,97,27,3.13,scattered clouds
418,Alyangula,AU,-13.8483,136.4192,81.27,58,79,3.09,broken clouds
419,Lata,PT,40.1629,-8.3327,60.82,92,1,1.16,clear sky
420,Karpathos,GR,35.507,27.2132,78.58,78,0,12.37,clear sky
421,Vardo,NO,70.3705,31.1107,47.05,91,100,5.75,overcast clouds
422,Ponta Pora,BR,-22.5361,-55.7256,41.85,41,17,9.28,few clouds
423,Kamaishi,JP,39.2667,141.8833,79.84,80,72,7.11,broken clouds
424,Zaysan,KZ,47.4667,84.8667,68.56,28,12,4.59,few clouds
425,San Andres,CO,12.5847,-81.7006,82.09,79,90,17.13,overcast clouds
426,Umm Kaddadah,SD,13.6017,26.6876,82.11,52,100,6.69,overcast clouds
427,Lasa,IT,46.6166,10.7002,60.03,89,3,2.24,clear sky
428,Planadas,CO,3.197,-75.6451,65.93,91,80,5.23,broken clouds
429,Namibe,AO,-15.1961,12.1522,63.23,86,3,4.05,clear sky
430,Svetlaya,RU,46.5389,138.3297,77.86,66,6,12.03,clear sky
431,Zeya,RU,53.75,127.2667,68.07,90,100,2.37,overcast clouds
432,Ouadda,CF,8.0777,22.4007,66.42,99,100,2.59,overcast clouds
433,Victoria Point,AU,-27.5833,153.3,79.48,54,14,1.99,few clouds
434,Tigre,AR,-34.426,-58.5796,44.24,74,5,1.01,clear sky
435,Senno,RU,59.5336,33.9167,60.26,99,89,3.29,overcast clouds
436,Beysehir,TR,37.6773,31.7246,58.87,57,0,7.05,clear sky
437,Ler,SS,8.3018,30.1418,72.05,90,100,4.38,overcast clouds
438,Sao Manuel,BR,-22.7311,-48.5706,45.09,61,20,5.95,few clouds
439,Talnakh,RU,69.4865,88.3972,57.83,75,100,4.97,overcast clouds
440,Kavaratti,IN,10.5669,72.642,82.22,77,100,17.16,overcast clouds
441,Awjilah,LY,29.1081,21.2869,79.45,49,0,9.1,clear sky
442,Izalco,SV,13.7447,-89.6731,74.23,97,100,3,light rain
443,Rawson,AR,-43.3002,-65.1023,47.21,59,17,4.05,few clouds
444,Acajutla,SV,13.5928,-89.8275,78.8,84,99,6.08,light rain
445,Akhaldaba,GE,41.654,42.1516,61.83,95,91,1.74,overcast clouds
446,Motta Di Livenza,IT,45.7781,12.6028,70.03,92,4,5.14,clear sky
447,Padang,ID,-0.9492,100.3543,81.97,75,32,1.81,scattered clouds
448,Lovozero,RU,68.005,35.0117,49.12,70,100,2.82,overcast clouds
449,Korla,CN,41.7597,86.1469,93.58,17,9,17.54,clear sky
450,Ketchikan,US,55.3422,-131.6461,64.87,68,40,5.75,scattered clouds
451,Coahuayana,MX,18.7333,-103.6833,78.28,84,55,0.58,broken clouds
452,Kalianget,ID,-7.05,113.9333,82.26,65,51,7.14,broken clouds
453,Templemore,IE,52.7947,-7.8339,50.83,88,51,5.97,broken clouds
454,Galeana,MX,24.8333,-100.0667,62.31,81,49,2.86,scattered clouds
455,Ibanda,TZ,-2.7974,32.4746,69.46,44,97,6.76,overcast clouds
456,Netivot,IL,31.4222,34.5886,76.91,81,0,5.57,clear sky
457,Deniliquin,AU,-35.5333,144.9667,55,56,5,11.36,clear sky
458,Carutapera,BR,-1.195,-46.02,75.99,87,5,4.97,clear sky
459,Kahuta,PK,33.5913,73.3868,74.84,90,100,0.76,overcast clouds
460,Bambanglipuro,ID,-7.95,110.2833,81.03,71,62,6.96,broken clouds
461,Viru,PE,-8.4167,-78.75,67.53,80,4,4.34,clear sky
462,Port Augusta,AU,-32.5,137.7667,57.7,42,0,13.29,clear sky
463,Dvinskoy,RU,62.1535,45.1175,54.79,74,13,1.54,few clouds
464,New Amsterdam,GY,6.25,-57.5167,74.25,97,11,3.27,few clouds
465,Brive-La-Gaillarde,FR,45.25,1.5,57.27,99,2,1.88,clear sky
466,Mabaruma,GY,8.2,-59.7833,73.13,99,59,2.77,broken clouds
467,Liverpool,GB,53.4106,-2.9779,57.81,81,90,3,overcast clouds
468,Avila,ES,40.5833,-5,65.64,45,0,3.33,clear sky
469,Burnie,AU,-41.0667,145.9167,54.34,67,17,15.52,few clouds
470,Hay River,CA,60.8156,-115.7999,69.31,50,11,4.18,few clouds
471,Banjar,ID,-8.19,114.9675,82.26,58,33,2.01,scattered clouds
472,Cabo San Lucas,MX,22.8909,-109.9124,92.61,54,0,5.99,clear sky
473,Namatanai,PG,-3.6667,152.4333,84.81,66,26,1.97,scattered clouds
474,Luau,AO,-10.7073,22.2247,54.18,41,0,4.85,clear sky
475,Banda Aceh,ID,5.5577,95.3222,84.06,68,99,14.03,overcast clouds
476,Villamontes,BO,-21.25,-63.5,48.24,43,26,4.29,scattered clouds
477,Saint-Francois,FR,46.4154,3.9054,61.18,88,75,3.44,broken clouds
478,Nago,JP,26.5881,127.9761,88.23,77,42,6.93,scattered clouds
479,Tigil,RU,57.8,158.6667,64.09,48,86,7.29,overcast clouds
480,Kidal,ML,18.4411,1.4078,86.9,48,25,7.56,scattered clouds
481,Bima,ID,-8.4667,118.7167,87.58,56,22,6.51,few clouds
482,Dwarka,IN,22.2394,68.9678,82.44,84,98,24.16,overcast clouds
483,Clarence Town,AU,-32.5833,151.7833,64.06,33,0,11.25,clear sky
484,Ostrovnoy,RU,68.0531,39.5131,46.27,74,100,4.41,overcast clouds
485,Severo-Yeniseyskiy,RU,60.3725,93.0408,51.85,93,100,3.69,overcast clouds
486,Kijang,KR,35.2442,129.2139,82.76,70,72,6.22,broken clouds
487,Krasnoselkup,RU,65.7,82.4667,61.88,74,0,11.14,clear sky
488,Khasan,RU,42.4308,130.6434,82.53,68,72,5.73,broken clouds
489,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,73.6,85,0,3.47,clear sky
490,Neos Marmaras,GR,40.1,23.7833,81.91,56,0,5.68,clear sky
491,Flinders,AU,-34.5833,150.8552,63.18,41,0,5.99,clear sky
492,Berezovka,BY,53.7214,25.4993,62.33,95,95,3.49,overcast clouds
493,Kilindoni,TZ,-7.9139,39.6668,75.83,75,22,16.84,few clouds
494,Dukhovnitskoye,RU,52.4828,48.2137,65.93,69,57,2.51,light rain
495,Polovinnoye,RU,54.7914,65.9864,52.92,63,6,6.17,clear sky
496,Tecoanapa,MX,16.5167,-98.75,82.27,75,95,5.95,overcast clouds
497,Fort Nelson,CA,58.8053,-122.7002,74.88,43,11,2.53,few clouds
498,Hasaki,JP,35.7333,140.8333,90.28,79,23,18.03,few clouds
499,Acarau,BR,-2.8856,-40.12,78.04,86,31,11.36,scattered clouds
500,Rafraf,TN,37.1904,10.1837,80.91,54,0,10.87,clear sky
501,San Rafael,AR,-34.6177,-68.3301,43.86,35,0,5.79,clear sky
502,Argentan,FR,48.75,-0.0167,56.97,95,2,7.49,clear sky
503,Batemans Bay,AU,-35.7167,150.1833,63.1,27,0,2.39,clear sky
504,Bacolod,PH,10.6667,122.95,85.6,77,52,15.88,broken clouds
505,Galesong,ID,-5.3166,119.3661,84.22,65,19,1.16,few clouds
506,Ribeira Grande,PT,38.5167,-28.7,70.77,87,16,8.88,few clouds
507,Olafsvik,IS,64.8945,-23.7142,51.4,87,80,15.03,broken clouds
508,Sorong,ID,-0.8833,131.25,83.97,74,100,3.8,overcast clouds
509,Kiama,AU,-34.6833,150.8667,63.37,38,0,9.98,clear sky
510,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,70.83,97,71,2.86,broken clouds
511,Santa Rita,BR,-7.1139,-34.9781,71.71,93,2,6.22,clear sky
512,Marawi,PH,7.9986,124.2928,83.64,48,93,5.21,overcast clouds
513,Auki,SB,-8.7676,160.7034,85.24,66,28,2.15,scattered clouds
514,Gunjur,GM,13.2019,-16.7339,78.87,89,75,11.5,broken clouds
515,Haines Junction,CA,60.7522,-137.5108,64.81,48,33,8.37,scattered clouds
516,Qaqortoq,GL,60.7167,-46.0333,50.5,94,61,2.68,broken clouds
517,Tiarei,PF,-17.5333,-149.3333,82,77,24,7.96,light rain
518,Fukue,JP,32.6881,128.8419,80.91,73,0,3.76,clear sky
519,Gat,IL,31.61,34.7642,77.92,86,2,4.43,clear sky
520,Guerrero Negro,MX,27.9769,-114.0611,71.46,80,0,21.09,clear sky
521,San Ignacio,BZ,17.1561,-89.0714,78.94,94,40,0,scattered clouds
522,Matay,EG,28.419,30.7792,79.11,48,0,9.4,clear sky
523,Sabang,ID,5.8933,95.3214,83.34,74,98,23.42,overcast clouds
524,Horki,BY,54.2861,30.9842,61.41,90,1,5.26,clear sky
525,Bayir,TR,37.2687,28.2167,68.52,34,0,5.01,clear sky
526,Puerto Vallarta,MX,20.6204,-105.2307,78.66,90,68,0.81,broken clouds
527,Lokosovo,RU,61.1333,74.8167,51.94,85,100,6.91,overcast clouds
528,Herat,AF,34.5,62,73.99,12,0,28.34,clear sky
529,Baykalovo,RU,57.3981,63.7684,48.7,65,91,9.35,overcast clouds
530,Salamiyah,SY,35.0113,37.0532,73.98,49,0,9.78,clear sky
531,Linqiong,CN,30.4159,103.4609,83.19,63,37,1.59,scattered clouds
532,Maridi,SS,4.9158,29.4742,66.11,98,96,4.09,light rain
533,Kutum,SD,14.2,24.6667,74.17,72,100,3.06,overcast clouds
534,Micheweni,TZ,-4.9667,39.8333,74.16,84,5,13.31,light rain
535,Nuevo Progreso,MX,23.1667,-97.95,83.59,71,100,5.73,overcast clouds
536,Chapais,CA,49.7834,-74.8492,57.88,62,100,5.17,overcast clouds
537,Asbe Teferi,ET,9.0833,40.8667,57.9,82,100,8.41,overcast clouds
538,Coquimbo,CL,-29.9533,-71.3436,49.73,93,90,2.3,overcast clouds
539,Fairbanks,US,64.8378,-147.7164,64.74,88,90,4.61,overcast clouds
540,San Ramon,US,37.7799,-121.978,93.34,55,1,13.8,clear sky
541,Dungarpur,IN,23.8333,73.7167,76.57,87,100,14.41,overcast clouds
542,Mnogovershinnyy,RU,53.9353,139.9242,77.65,56,65,3.09,broken clouds
543,North Bend,US,43.4065,-124.2243,72.91,82,1,20.71,clear sky
544,Lavrentiya,RU,65.5833,-171,44.85,97,100,9.24,overcast clouds
545,Tukrah,LY,32.5341,20.5791,77.31,81,0,10.87,clear sky
546,Sibu,MY,2.3,111.8167,88.63,60,58,2.55,broken clouds
547,Waddan,LY,29.1614,16.139,75.6,60,0,2.28,clear sky
548,Novo Aripuana,BR,-5.1206,-60.3797,77.81,47,4,1.97,clear sky
549,Vila Franca Do Campo,PT,37.7167,-25.4333,70.21,87,60,6.85,broken clouds
550,Ploemeur,FR,47.7333,-3.4333,62.82,95,0,4.61,clear sky
551,Ishigaki,JP,24.3448,124.1572,84.33,77,86,3.56,overcast clouds
552,Kaputa,ZM,-8.4689,29.6619,63.86,53,48,3.02,scattered clouds
553,Ures,MX,29.4333,-110.4,101.21,65,67,19.82,broken clouds
554,Esperance,AU,-33.8667,121.9,60.64,72,60,25.12,broken clouds
555,Ulladulla,AU,-35.35,150.4667,61.88,28,0,2.24,clear sky
556,San Cristobal,VE,7.7669,-72.225,73.58,98,100,4.83,overcast clouds
557,Trairi,BR,-3.2778,-39.2689,78.19,87,68,10.4,broken clouds
558,Halifax,CA,44.6453,-63.5724,58.68,88,0,3.27,clear sky
559,White Settlement,US,32.7596,-97.4584,89.74,78,75,0,broken clouds
560,Broome,US,42.2506,-75.833,63.64,93,0,1.86,clear sky
561,Bonthe,SL,7.5264,-12.505,77.05,74,100,9.24,overcast clouds
562,Kabanjahe,ID,3.1001,98.4908,66.96,78,100,4.05,overcast clouds
563,Kangaba,ML,11.9333,-8.4167,72.32,97,100,5.21,light rain
564,Dothan,US,31.2232,-85.3905,78.04,94,1,0,clear sky
565,Kaeo,NZ,-35.1,173.7833,65.32,71,85,7.92,overcast clouds
566,Paita,PE,-5.0892,-81.1144,67.05,86,0,14.38,clear sky
567,Okhotsk,RU,59.3833,143.3,52.38,83,100,9.53,moderate rain
568,Yulara,AU,-25.2406,130.9889,71.44,33,0,11.5,clear sky
569,Awbari,LY,26.5921,12.7805,80.55,24,0,10.04,clear sky
570,Nyurba,RU,63.2842,118.3319,73.89,30,0,7.92,clear sky
571,Hushitai,CN,41.9322,123.5114,89.51,82,100,4.05,overcast clouds
572,Kawalu,ID,-7.3817,108.2082,77.38,70,75,3.8,broken clouds
573,Sambava,MG,-14.2667,50.1667,65.3,77,0,6.29,clear sky
574,Vicuna,CL,-30.0319,-70.7081,42.53,13,0,3.53,clear sky
575,Kitimat,CA,54.0524,-128.6534,62.91,85,100,2.73,moderate rain
576,Gladstone,AU,-23.85,151.25,75.78,60,40,9.22,scattered clouds
577,Poum,NC,-20.2333,164.0167,73.78,62,0,15.14,clear sky
578,Verkhoyansk,RU,67.5447,133.385,59.68,39,97,8.23,overcast clouds
579,Port-Gentil,GA,-0.7193,8.7815,76.26,79,91,14.16,overcast clouds
580,Pandoh,IN,31.6833,77.05,75.34,93,100,1.05,overcast clouds
581,Mapiripan,CO,2.8892,-72.1256,71.91,97,96,3.62,overcast clouds
582,Brae,GB,60.3964,-1.353,57.11,98,100,8.63,overcast clouds
583,Guaranda,EC,-1.6,-79,52.61,87,32,7.09,scattered clouds
584,Yerbogachen,RU,61.2767,108.0108,80.24,44,0,12.57,clear sky
585,Quatre Cocos,MU,-20.2078,57.7625,71.1,73,99,22.64,overcast clouds
586,Hirara,JP,24.8,125.2833,89.87,74,40,6.91,scattered clouds
587,Ust-Nera,RU,64.5667,143.2,52.63,52,79,8.25,broken clouds
588,Kenora,CA,49.8167,-94.4337,76.17,41,90,12.66,smoke
589,Aljezur,PT,37.3191,-8.8033,62.1,88,0,9.35,clear sky
590,Minuri,PH,16.535,121.8574,87.96,63,100,5.17,overcast clouds
591,Humaita,BR,-7.5061,-63.0208,76.51,60,0,4.14,clear sky
592,Nemuro,JP,43.3236,145.575,68.85,94,100,11.86,overcast clouds
593,Lamar,US,33.6668,-95.5836,86.16,80,1,4.61,clear sky
594,Gerash,IR,27.6652,54.1371,88.79,41,70,3,broken clouds
595,Ilebo,CD,-4.3167,20.5833,68.43,34,41,1.61,scattered clouds
596,Douglas,US,41.3,-96.167,90.7,68,1,5.01,clear sky
597,Tondano,ID,1.3038,124.9112,84.29,59,52,5.06,broken clouds
598,Solnechnyy,RU,50.7214,136.6319,82.81,71,100,3.33,overcast clouds
599,Puerto Leguizamo,CO,-0.1934,-74.7819,71.2,98,99,1.88,overcast clouds
600,Zubova Polyana,RU,54.0771,42.8372,62.67,95,100,5.19,moderate rain
601,Krivosheino,RU,57.3431,83.9261,59.02,77,96,5.88,overcast clouds
602,Natal,BR,-5.795,-35.2094,77.11,82,9,10.27,clear sky
603,Camocim,BR,-2.9022,-40.8411,76.89,88,39,8.34,scattered clouds
604,Huejuquilla El Alto,MX,22.6,-103.8667,64.78,70,72,4.81,broken clouds
605,Erenhot,CN,43.6475,111.9767,77.5,45,7,5.88,clear sky
606,Saint-Junien,FR,45.8833,0.9,59.58,99,11,1.28,few clouds
607,Shache,CN,38.4167,77.2406,87.4,23,6,8.79,clear sky
608,Omboue,GA,-1.5746,9.2618,72.59,85,83,5.91,broken clouds
609,Sitio Novo Do Tocantins,BR,-5.5183,-47.4611,82.56,39,94,3.31,overcast clouds
610,Vredendal,ZA,-31.6683,18.5012,46.29,85,0,2.86,clear sky
611,Novyy Buyan,RU,53.6861,50.0469,55.56,55,100,3.96,overcast clouds
612,Nakhon Phanom,TH,17.3333,104.4167,82.29,78,100,6.24,overcast clouds
613,Garowe,SO,8.4054,48.4845,75.07,61,100,22.93,overcast clouds
614,Pokhara,NP,28.2333,83.9833,77.67,80,53,1.43,broken clouds
615,Yerofey Pavlovich,RU,53.9667,121.9667,69.15,71,83,5.75,broken clouds
616,La Labor,HN,14.4833,-89,67.57,98,100,3.18,overcast clouds
617,Kosh-Agach,RU,50,88.6667,55.13,57,4,1.19,clear sky
618,Makakilo City,US,21.3469,-158.0858,80.62,71,75,14.97,broken clouds
619,Gravdal,NO,68.1214,13.5031,50.07,84,5,20.94,clear sky
620,Nantucket,US,41.2835,-70.0995,64.96,85,1,4.61,clear sky
621,Emerald,AU,-23.5333,148.1667,80.35,45,6,12.55,clear sky
622,Antalaha,MG,-14.9003,50.2788,64.44,89,8,6.31,clear sky
623,Douentza,ML,14.9951,-2.9517,84.63,61,59,10.27,broken clouds
624,Ayan,RU,56.45,138.1667,57.4,97,100,15.75,moderate rain
625,Arcachon,FR,44.5875,-1.0519,55.72,94,0,2.3,clear sky
626,Kencong,ID,-8.2833,113.3667,81.86,64,50,3.38,scattered clouds
627,Kon Tum,VN,14.35,108,75.51,94,95,4.54,overcast clouds
628,Grindavik,IS,63.8424,-22.4338,50.47,87,0,13.8,clear sky
629,Bandar-E Lengeh,IR,26.5579,54.8807,90.07,78,88,4.12,overcast clouds
630,Burns Lake,CA,54.2331,-125.7533,66.24,55,100,4.7,overcast clouds
631,Porbandar,IN,21.6422,69.6093,82.24,83,100,23.6,overcast clouds
632,Los Arabos,CU,22.7281,-80.7214,77.32,83,38,7.47,scattered clouds
633,Casablanca,MA,33.5928,-7.6192,73.33,83,17,15.99,few clouds
634,Skibbereen,IE,51.55,-9.2667,53.4,80,81,9.62,broken clouds
635,Kisanga,TZ,-7.4362,37.7034,65.61,93,19,1.45,few clouds
636,Makat,KZ,47.6469,53.3463,72.9,35,2,10.31,clear sky
637,Jacqueville,CI,5.2052,-4.4146,75.11,85,47,6.02,scattered clouds
638,Visby,SE,57.6409,18.296,67.77,88,20,10.36,few clouds
639,Belmonte,BR,-15.8631,-38.8828,72.1,89,0,10.78,clear sky
640,Tambun,ID,-6.2641,107.0712,87.48,57,6,2.13,clear sky
641,Kondinskoye,RU,59.6481,67.41,48,80,75,7,broken clouds
642,Indianola,US,41.3581,-93.5574,87.6,79,59,8.48,broken clouds
643,Moron,AR,-34.6534,-58.6198,43.99,76,3,4.07,clear sky
644,Sironj,IN,24.1,77.7,74.28,89,100,14.83,overcast clouds
645,Grand-Santi,GF,4.25,-54.3833,72.81,98,100,1.9,overcast clouds
646,Bara,NG,10.3744,10.7288,71.8,90,100,3.58,overcast clouds
647,Killin,US,33.6123,-91.7412,86.95,74,1,0,clear sky
648,Nishihara,JP,26.1842,127.7558,87.46,89,75,12.66,broken clouds
649,Atyrau,KZ,47.1167,51.8833,66.22,39,0,8.95,clear sky
650,Kingaroy,AU,-26.5333,151.8333,71.04,47,25,11.45,scattered clouds
651,Ourem,PT,39.6417,-8.5919,59.92,89,11,5.88,few clouds
652,Sukhumi,GE,43.0033,41.0153,68,75,0,7.16,clear sky
653,Surt,LY,31.2089,16.5887,79.32,68,0,7.47,clear sky
654,Marienburg,PL,54.0359,19.0266,65.88,94,9,7,clear sky
655,Sabha,LY,27.0377,14.4283,80.6,25,0,12.26,clear sky
656,Mattru,SL,7.6244,-11.8332,72.01,88,100,2.46,overcast clouds
657,Soyo,AO,-6.1349,12.3689,71.06,93,9,6.44,clear sky
658,Sehithwa,BW,-20.4667,22.7167,49.12,49,0,5.61,clear sky
659,Nzega,RW,-2.479,29.5564,54.28,70,21,4.5,few clouds
660,Namsos,NO,64.4662,11.4957,63.25,69,27,3.49,scattered clouds
